NUMERO;NOME;BRINCOELETRONICO;SEXO;DTNASCIMENTO;CDCATEGORIAINICIAL;ORIGEM;NOME_1;RACA1;PERCENTUAL1;
32;Rajada;;F;10/02/2003;5;nascido;Vaca;Holandês;100;
425;Sabor;;M;15/02/2023;1;nascido;Em crescimento;Holandês;100;
34;Rapina;;F;24/02/2003;5;nascido;Vaca;Holandês;100;
39;Ravina;;F;10/04/2003;5;nascido;Novilha;Holandês;100;
42;Rega;;F;15/04/2003;5;nascido;Vaca;Holandês;100;
45;Rema;;F;06/05/2003;5;nascido;Vaca;Holandês;100;
48;Rena;;F;22/05/2003;5;nascido;Vaca;Holandês;100;
53;Represa;;F;16/06/2003;5;nascido;Vaca;Holandês;100;
54;Réstia;;F;02/07/2003;5;nascido;Vaca;Holandês;100;
56;Retina;;F;03/07/2003;5;nascido;Vaca;Holandês;100;
61;Reza;;F;14/07/2003;5;nascido;Vaca;Holandês;100;
62;Riba;;F;20/07/2003;5;nascido;Vaca;Holandês;100;
63;Ribeira;;F;21/07/2003;5;nascido;Vaca;Holandês;100;
64;Rica;;F;21/07/2003;5;nascido;Novilha;Holandês;100;
66;Ricota;;F;05/08/2003;5;nascido;Vaca;Holandês;100;
67;Rifa;;F;12/08/2003;5;nascido;Vaca;Holandês;100;
69;Ripa;;F;17/08/2003;5;nascido;Novilha;Holandês;100;
72;Roca;;F;24/08/2003;5;nascido;Vaca;Holandês;100;
75;Ródia;;F;01/09/2003;5;nascido;Novilha;Holandês;100;
82;Ronda;;F;08/10/2003;5;nascido;Vaca;Holandês;100;
84;Rosa;;F;18/10/2003;5;nascido;Vaca;Holandês;100;
83;Rosada;;F;12/10/2003;5;nascido;Vaca;Holandês;100;
90;Rota;;F;05/12/2003;5;nascido;Vaca;Holandês;100;
100;Saga;;F;17/02/2004;5;nascido;Novilha;Holandês;100;
678;Fase;;F;17/04/2012;5;nascido;Vaca;Holandês;100;
102;Saíra;;F;26/02/2004;5;nascido;Novilha;Holandês;100;
105;Salé;;F;13/03/2004;5;nascido;Vaca;Holandês;100;
106;Salema;;F;25/03/2004;5;nascido;Vaca;Holandês;100;
108;Salina;;F;28/03/2004;5;nascido;Vaca;Holandês;100;
110;Salva;;F;04/04/2004;5;nascido;Vaca;Holandês;100;
112;Samora;;F;16/04/2004;5;nascido;Vaca;Holandês;100;
426;Sabre;;M;15/02/2023;1;nascido;Em crescimento;Holandês;100;
113;Sana;;F;17/04/2004;5;nascido;Vaca;Holandês;100;
114;Sanca;;F;20/04/2004;5;nascido;Novilha;Holandês;100;
115;Sanfona;;F;02/05/2004;5;nascido;Vaca;Holandês;100;
116;Sani;;F;10/05/2004;5;nascido;Novilha;Holandês;100;
118;Sapeca;;F;11/05/2004;5;nascido;Vaca;Holandês;100;
121;Sarda;;F;21/05/2004;5;nascido;Vaca;Holandês;100;
125;Sátira;;F;02/06/2004;5;nascido;Vaca;Holandês;100;
129;Scan;;F;15/06/2004;5;nascido;Vaca;Holandês;100;
1551;Perua;;F;11/05/2021;5;nascido;Vaca;Holandês;100;
1835;Salga;;F;16/02/2023;5;nascido;Vaca;Holandês;100;
130;Seara;;F;16/06/2004;5;nascido;Vaca;Holandês;100;
131;Seda;;F;17/06/2004;5;nascido;Novilha;Holandês;100;
137;Semente;;F;17/07/2004;5;nascido;Vaca;Holandês;100;
138;Senda;;F;18/07/2004;5;nascido;Vaca;Holandês;100;
143;Seresta;;F;18/08/2004;5;nascido;Vaca;Holandês;100;
144;Serrana;;F;18/08/2004;5;nascido;Vaca;Holandês;100;
145;Serva;;F;27/08/2004;5;nascido;Vaca;Holandês;100;
149;Sidra;;F;24/10/2004;5;nascido;Novilha;Holandês;100;
150;Sidy;;F;25/10/2004;5;nascido;Vaca;Holandês;100;
151;Sigla;;F;26/10/2004;5;nascido;Novilha;Holandês;100;
152;Silana;;F;05/11/2004;5;nascido;Vaca;Holandês;100;
153;Siloé;;F;07/11/2004;5;nascido;Vaca;Holandês;100;
154;Sima;;F;09/11/2004;5;nascido;Vaca;Holandês;100;
159;Singela;;F;16/12/2004;5;nascido;Vaca;Holandês;100;
160;Tabela;;F;14/01/2005;5;nascido;Vaca;Holandês;100;
161;Tábua;;F;22/01/2005;5;nascido;Vaca;Holandês;100;
ASHLAR;Ashlar;;M;;;nascido;;Holandês;100;
164;Tália;;F;09/02/2005;5;nascido;Vaca;Holandês;100;
165;Talentosa;;F;02/03/2005;5;nascido;Vaca;Holandês;100;
2185;Ticuna;;F;18/05/2024;5;nascido;Novilha;Holandês;100;
169;Tangerina;;F;10/03/2005;5;nascido;Vaca;Holandês;100;
172;Tarifa;;F;27/03/2005;5;nascido;Vaca;Holandês;100;
174;Taxa;;F;27/03/2005;5;nascido;Vaca;Holandês;100;
178;Teimosa;;F;26/04/2005;5;nascido;Vaca;Holandês;100;
181;Tempestade;;F;04/05/2005;5;nascido;Vaca;Holandês;100;
183;Tenra;;F;09/05/2005;5;nascido;Vaca;Holandês;100;
186;Terena;;F;25/05/2005;5;nascido;Vaca;Holandês;100;
187;Terra;;F;14/06/2005;5;nascido;Vaca;Holandês;100;
190;Tigela;;F;21/06/2005;5;nascido;Vaca;Holandês;100;
192;Tinhosa;;F;23/06/2005;5;nascido;Novilha;Holandês;100;
193;Tinta;;F;25/06/2005;5;nascido;Vaca;Holandês;100;
195;Tirana;;F;05/07/2005;5;nascido;Vaca;Holandês;100;
196;Tirolesa;;F;08/07/2005;5;nascido;Novilha;Holandês;100;
198;Toca;;F;14/07/2005;5;nascido;Vaca;Holandês;100;
200;Torre;;F;20/07/2005;5;nascido;Vaca;Holandês;100;
201;Toscana;;F;25/07/2005;5;nascido;Vaca;Holandês;100;
546;Doca;;F;11/08/2010;5;nascido;Vaca;Holandês;100;
202;Toyara;;F;28/07/2005;5;nascido;Vaca;Holandês;100;
203;Tradição;;F;28/07/2005;5;nascido;Vaca;Holandês;100;
204;Traíra;;F;13/08/2005;5;nascido;Vaca;Holandês;100;
205;Trama;;F;28/08/2005;5;nascido;Vaca;Holandês;100;
208;Trança;;F;22/09/2005;5;nascido;Novilha;Holandês;100;
209;Trava;;F;25/09/2005;5;nascido;Vaca;Holandês;100;
210;Trela;;F;06/10/2005;5;nascido;Vaca;Holandês;100;
211;Trena;;F;08/10/2005;5;nascido;Vaca;Holandês;100;
213;Trina;;F;12/11/2005;5;nascido;Vaca;Holandês;100;
214;Trincha;;F;15/11/2005;5;nascido;Vaca;Holandês;100;
219;Truta;;F;04/12/2005;5;nascido;Vaca;Holandês;100;
220;Tulipa;;F;16/12/2005;5;nascido;Vaca;Holandês;100;
221;Travessia;;F;28/12/2005;5;nascido;Vaca;Holandês;100;
222;Vaidosa;;F;04/01/2006;5;nascido;Vaca;Holandês;100;
224;Valena;;F;10/01/2006;5;nascido;Vaca;Holandês;100;
228;Vange;;F;31/01/2006;5;nascido;Vaca;Holandês;100;
229;Vani;;F;04/02/2006;5;nascido;Vaca;Holandês;100;
230;Varanda;;F;16/02/2006;5;nascido;Vaca;Holandês;100;
231;Varela;;F;25/02/2006;5;nascido;Vaca;Holandês;100;
234;Vasti;;F;15/03/2006;5;nascido;Vaca;Holandês;100;
235;Vaúna;;F;20/03/2006;5;nascido;Vaca;Holandês;100;
236;Vela;;F;23/03/2006;5;nascido;Vaca;Holandês;100;
238;Velera;;F;31/03/2006;5;nascido;Vaca;Holandês;100;
241;Veneza;;F;06/04/2006;5;nascido;Vaca;Holandês;100;
244;Verba;;F;21/04/2006;5;nascido;Vaca;Holandês;100;
245;Verdade;;F;25/04/2006;5;nascido;Vaca;Holandês;100;
246;Verdura;;F;27/04/2006;5;nascido;Novilha;Holandês;100;
247;Vereda;;F;28/04/2006;5;nascido;Novilha;Holandês;100;
248;Verena;;F;29/04/2006;5;nascido;Novilha;Holandês;100;
249;Verna;;F;30/04/2006;5;nascido;Vaca;Holandês;100;
251;Véspera;;F;03/05/2006;5;nascido;Vaca;Holandês;100;
252;Véstia;;F;07/05/2006;5;nascido;Vaca;Holandês;100;
253;Vestida;;F;12/05/2006;5;nascido;Vaca;Holandês;100;
254;Via;;F;14/05/2006;5;nascido;Vaca;Holandês;100;
256;Vica;;F;17/05/2006;5;nascido;Vaca;Holandês;100;
257;Viçosa;;F;17/05/2006;5;nascido;Vaca;Holandês;100;
258;Vida;;F;22/05/2006;5;nascido;Vaca;Holandês;100;
259;Videira;;F;24/05/2006;5;nascido;Vaca;Holandês;100;
260;Vidraça;;F;27/05/2006;5;nascido;Vaca;Holandês;100;
261;Viela;;F;30/05/2006;5;nascido;Vaca;Holandês;100;
262;Viga;;F;01/06/2006;5;nascido;Vaca;Holandês;100;
263;Vigília;;F;04/06/2006;5;nascido;Vaca;Holandês;100;
264;Vigorosa;;F;06/06/2006;5;nascido;Novilha;Holandês;100;
265;Vila;;F;07/06/2006;5;nascido;Vaca;Holandês;100;
267;Vilhena;;F;12/06/2006;5;nascido;Vaca;Holandês;100;
268;Vinda;;F;26/06/2006;5;nascido;Vaca;Holandês;100;
269;Vinha;;F;06/07/2006;5;nascido;Vaca;Holandês;100;
270;Viola;;F;06/07/2006;5;nascido;Vaca;Holandês;100;
274;Virtude;;F;29/07/2006;5;nascido;Novilha;Holandês;100;
275;Visita;;F;04/08/2006;5;nascido;Vaca;Holandês;100;
276;Vista;;F;18/08/2006;5;nascido;Vaca;Holandês;100;
277;Vistosa;;F;19/08/2006;5;nascido;Vaca;Holandês;100;
278;Vitali;;F;22/08/2006;5;nascido;Vaca;Holandês;100;
280;Vitória;;F;30/08/2006;5;nascido;Vaca;Holandês;100;
